Episode,Video,Status_Code,TimeSleep,ResponseTime,ServerLoads,MRT,QL,CountErrors
0,False,200,0,120.423663854599,"[0.0, 0.25, 0.0]",120.21595406532288,0.0,0
1,True,200,2,120.43469452857971,"[0.5, 0.0, 0.0]",120.21343755722046,0.0,0
2,True,200,2,120.45141577720642,"[0.0, 0.25, 0.0]",120.21677740414937,0.0,0
3,True,200,0,120.43558263778687,"[0.5, 0.0, 0.0]",120.2147268652916,0.0,0
4,False,200,2,120.43137049674988,"[0.0, 0.25, 0.0]",120.21521091461182,0.0,0
5,True,200,1,123.28121972084045,"[0.5, 0.0, 0.0]",120.22125657399495,0.0,0
6,True,200,1,122.92963933944702,"[0.0, 0.25, 0.0]",120.22689775058201,0.0,0
7,False,200,0,120.4344482421875,"[0.0, 0.25, 0.0]",120.22518783807755,0.0,0
8,True,200,0,33.13155221939087,"[0.0, 0.25, 0.0]",110.52243524127536,0.0,0
9,False,200,3,120.48588132858276,"[0.0, 0.25, 0.0]",111.49343905448913,0.0,0
10,True,200,0,5.104808330535889,"[0.0, 0.25, 0.0]",101.80232884667136,0.0,0
11,True,200,1,4.873308181762695,"[0.0, 0.25, 0.0]",93.69923873742421,0.0,0
12,True,200,0,4.762850046157837,"[0.0, 0.25, 0.0]",86.83518640811627,0.0,0
13,False,200,0,47.93868136405945,"[0.0, 0.0, 0.0]",84.04092231818608,0.0,0
14,True,200,3,4.601197957992554,"[0.0, 0.0, 0.0]",78.73062176704407,0.0,0
15,False,200,3,38.887253761291504,"[0.0, 0.0, 0.0]",76.22694070637226,0.0,0
16,True,200,3,4.61951756477356,"[0.0, 0.0, 0.0]",72.00149726867676,0.0,0
17,True,200,1,4.613237142562866,"[0.0, 0.0, 0.0]",68.24520513746474,0.0,0
18,False,200,3,41.319973945617676,"[0.0, 0.0, 0.0]",66.81435827205055,0.0,0
19,True,200,0,4.5760180950164795,"[0.0, 0.0, 0.0]",63.69178988933563,0.0,0
20,True,200,0,4.553668022155762,"[0.0, 0.0, 0.0]",60.865246852238975,0.0,0
21,True,200,2,4.484695911407471,"[0.0, 0.0, 0.0]",58.29266366091642,0.0,0
22,True,200,0,4.560555934906006,"[0.0, 0.0, 0.0]",55.94659126323202,0.0,0
23,True,200,3,4.548915147781372,"[0.0, 0.0, 0.0]",53.795943389336266,0.0,0
24,True,200,0,4.583981275558472,"[0.0, 0.0, 0.0]",51.818773107528685,0.0,0
25,True,200,0,4.559103727340698,"[0.0, 0.0, 0.0]",49.99251707700583,0.0,0
26,False,200,2,42.427287101745605,"[0.0, 0.0, 0.0]",49.70446122134173,0.0,0
27,False,200,3,39.407795667648315,"[0.0, 0.0, 0.0]",49.32898032665253,0.0,0
28,True,200,2,4.678046703338623,"[0.0, 0.0, 0.0]",47.780925791839074,0.0,0
29,True,200,1,4.578396558761597,"[0.0, 0.0, 0.0]",46.333529909451805,0.0,0
30,True,200,1,4.5895490646362305,"[0.0, 0.0, 0.0]",44.979421523309526,0.0,0
31,True,200,3,4.551618576049805,"[0.0, 0.0, 0.0]",43.70887213945389,0.0,0
32,True,200,0,4.573883533477783,"[0.0, 0.0, 0.0]",42.5161779721578,0.0,0
33,True,200,1,4.554337024688721,"[0.0, 0.0, 0.0]",41.39320859488319,0.0,0
34,True,200,2,4.572612524032593,"[0.0, 0.0, 0.0]",40.33489803586687,0.0,0
35,True,200,0,4.586876392364502,"[0.0, 0.0, 0.0]",39.3359040816625,0.0,0
36,False,200,3,40.57782602310181,"[0.0, 0.0, 0.0]",39.363497186351466,0.0,0
37,True,200,0,4.6080920696258545,"[0.0, 0.0, 0.0]",38.44310531490728,0.0,0
38,False,200,3,40.49319934844971,"[0.0, 0.0, 0.0]",38.48969470537626,0.0,0
39,True,200,0,4.595297574996948,"[0.0, 0.0, 0.0]",37.636942982673645,0.0,0
40,True,200,2,4.590728998184204,"[0.0, 0.0, 0.0]",36.82515369973532,0.0,0
41,False,200,1,39.08677935600281,"[0.0, 0.0, 0.0]",36.87353364058903,0.0,0
42,False,200,0,37.99470782279968,"[0.0, 0.0, 0.0]",36.8945332405179,0.0,0
43,False,200,2,37.8035843372345,"[0.0, 0.0, 0.0]",36.909810944037005,0.0,0
44,False,200,0,37.90031909942627,"[0.0, 0.0, 0.0]",36.92694721751743,0.0,0
45,True,200,1,4.671135902404785,"[0.0, 0.0, 0.0]",36.22025421909664,0.0,0
46,True,200,1,4.574432611465454,"[0.0, 0.0, 0.0]",35.54230719424309,0.0,0
47,True,200,3,4.587583065032959,"[0.0, 0.0, 0.0]",34.89305469890436,0.0,0
48,True,200,3,4.56704044342041,"[0.0, 0.0, 0.0]",34.269543029824085,0.0,0
49,True,200,3,4.517145156860352,"[0.0, 0.0, 0.0]",33.67017573356628,0.0,0
50,True,200,0,4.523072242736816,"[0.0, 0.0, 0.0]",33.094447958703135,0.0,0
51,True,200,0,4.5271897315979,"[0.0, 0.0, 0.0]",32.54090306392083,0.0,0
52,True,200,0,4.549987316131592,"[0.0, 0.0, 0.0]",32.00827770862939,0.0,0
53,True,200,1,4.543911695480347,"[0.0, 0.0, 0.0]",31.4949609041214,0.0,0
54,False,200,0,43.584946393966675,"[0.0, 0.0, 0.0]",31.7108155077154,0.0,0
55,True,200,1,4.571592569351196,"[0.0, 0.0, 0.0]",31.22224080988339,0.0,0
56,True,200,3,4.550307989120483,"[0.0, 0.0, 0.0]",30.750379374152736,0.0,0
57,True,200,2,4.542923212051392,"[0.0, 0.0, 0.0]",30.294589223532842,0.0,0
