Episode,Video,Status_Code,TimeSleep,ResponseTime,ServerLoads,MRT,QL,CountErrors
0,False,200,0,4.7803239822387695,"[0.0, 0.75, 0.0]",22.573790816646635,0.0,0
1,False,200,3,4.665086507797241,"[0.0, 0.75, 0.0]",22.53922248562703,0.0,0
2,False,200,1,4.748879671096802,"[0.0, 0.75, 0.0]",22.504888306923633,0.0,0
3,True,200,1,4.656033754348755,"[0.0, 0.75, 0.0]",22.470584859057784,0.0,0
4,True,200,1,4.723297834396362,"[0.0, 0.75, 0.0]",22.43638742642295,0.0,0
5,True,200,2,4.65777850151062,"[0.0, 0.75, 0.0]",22.402325449920284,0.0,0
6,False,200,2,4.7329261302948,"[0.0, 0.75, 0.0]",22.368511082974265,0.0,0
7,True,200,3,4.546603679656982,"[0.0, 0.75, 0.0]",22.33446317877725,0.0,0
8,False,200,2,120.5894103050232,"[0.0, 1.0, 0.0]",22.51708577061767,0.0,0
9,True,200,0,4.943765878677368,"[0.0, 1.0, 0.0]",22.483655433637026,0.0,0
10,True,200,3,4.703572034835815,"[0.0, 1.0, 0.0]",22.449904449810326,0.0,0
11,True,200,1,5.605314016342163,"[0.0, 1.0, 0.0]",22.41789330799195,0.0,0
12,True,200,1,4.567685842514038,"[0.0, 1.0, 0.0]",22.384141725964017,0.0,0
13,False,200,1,120.61641645431519,"[0.0, 1.0, 0.0]",22.564985154076115,0.0,0
14,False,200,2,120.80138874053955,"[0.0, 1.0, 0.0]",22.745537898197384,0.0,0
15,True,200,2,4.624116897583008,"[0.0, 1.0, 0.0]",22.711470542033073,0.0,0
16,False,200,0,123.2194471359253,"[0.0, 1.0, 0.0]",22.890695230487516,0.0,0
17,True,200,0,15.530244827270508,"[0.0, 1.0, 0.0]",22.87563727711319,0.0,0
18,True,200,3,4.853650093078613,"[0.0, 1.0, 0.0]",22.841893824465547,0.0,0
19,True,200,0,4.525649547576904,"[0.0, 1.0, 0.0]",22.807738208683578,0.0,0
20,False,200,1,123.27326202392578,"[0.0, 1.0, 0.0]",22.985672498271413,0.0,0
21,True,200,3,13.35748553276062,"[0.0, 1.0, 0.0]",22.96570167776014,0.0,0
22,True,200,3,5.046695709228516,"[0.0, 1.0, 0.0]",22.93242385820909,0.0,0
23,True,200,3,4.757203102111816,"[0.0, 1.0, 0.0]",22.898624105591956,0.0,0
24,True,200,0,4.976572036743164,"[0.0, 1.0, 0.0]",22.865483615709387,0.0,0
25,True,200,2,5.012010097503662,"[0.0, 1.0, 0.0]",22.832543352844485,0.0,0
26,True,200,0,4.613769292831421,"[0.0, 1.0, 0.0]",22.798954319437488,0.0,0
27,False,200,1,120.584064245224,"[0.0, 1.0, 0.0]",22.974468729947063,0.0,0
28,True,200,2,4.950740337371826,"[0.0, 1.0, 0.0]",22.941345663379423,0.0,0
29,True,200,1,4.830241918563843,"[0.0, 1.0, 0.0]",22.90818550299913,0.0,0
30,True,200,2,4.618679046630859,"[0.0, 1.0, 0.0]",22.87475961126307,0.0,0
31,True,200,1,4.513580560684204,"[0.0, 1.0, 0.0]",22.841224572739577,0.0,0
32,True,200,2,5.516761541366577,"[0.0, 1.0, 0.0]",22.80955587582929,0.0,0
33,False,200,3,127.26136422157288,"[0.0, 1.0, 0.0]",22.98334095907296,0.0,0
34,False,200,3,124.1539568901062,"[0.0, 1.0, 0.0]",23.161121262350115,0.0,0
35,True,200,2,4.573456287384033,"[0.0, 1.0, 0.0]",23.127392726935458,0.0,0
36,False,200,3,120.65251517295837,"[0.0, 1.0, 0.0]",23.299644912811036,0.0,0
37,False,200,2,120.61380743980408,"[0.0, 1.0, 0.0]",23.47122037305241,0.0,0
38,True,200,0,5.119143724441528,"[0.0, 1.0, 0.0]",23.438140485817467,0.0,0
39,False,200,0,4.70781397819519,"[0.0, 1.0, 0.0]",23.404467687825466,0.0,0
40,True,200,3,4.5356669425964355,"[0.0, 1.0, 0.0]",23.370590703588135,0.0,0
41,True,200,1,4.668867826461792,"[0.0, 1.0, 0.0]",23.337058116346334,0.0,0
42,True,200,3,4.688482284545898,"[0.0, 1.0, 0.0]",23.303565421857332,0.0,0
43,True,200,0,4.683385848999023,"[0.0, 1.0, 0.0]",23.270240166141356,0.0,0
44,True,200,2,4.646566152572632,"[0.0, 1.0, 0.0]",23.23702016326931,0.0,0
45,False,200,0,4.660266160964966,"[0.0, 0.75, 0.0]",23.203936183223757,0.0,0
46,False,200,2,4.63408350944519,"[0.0, 0.75, 0.0]",23.170934024172794,0.0,0
47,True,200,3,4.658360719680786,"[0.0, 0.75, 0.0]",23.138071365771086,0.0,0
48,False,200,1,4.692770719528198,"[0.0, 0.75, 0.0]",23.105366772661608,0.0,0
49,True,200,3,4.6547017097473145,"[0.0, 0.75, 0.0]",23.072697545254872,0.0,0
50,True,200,3,4.63689661026001,"[0.0, 0.75, 0.0]",23.04014614090375,0.0,0
51,False,200,0,4.620722055435181,"[0.0, 0.75, 0.0]",23.007688660695763,0.0,0
52,False,200,0,4.6320648193359375,"[0.0, 0.75, 0.0]",22.97531398986948,0.0,0
53,True,200,3,4.64111590385437,"[0.0, 0.75, 0.0]",22.943122265876468,0.0,0
54,True,200,1,4.637650966644287,"[0.0, 0.75, 0.0]",22.911049284885838,0.0,0
55,True,200,0,4.708430290222168,"[0.0, 0.75, 0.0]",22.87913448896457,0.0,0
56,True,200,0,4.648223161697388,"[0.0, 0.75, 0.0]",22.847210686092506,0.0,0
57,True,200,3,4.507344484329224,"[0.0, 0.75, 0.0]",22.815174846160104,0.0,0
58,True,200,0,4.548170804977417,"[0.0, 0.75, 0.0]",22.783317043512753,0.0,0
59,True,200,1,4.565474510192871,"[0.0, 0.75, 0.0]",22.75164052331265,0.0,0
60,True,200,2,5.50965142250061,"[0.0, 0.75, 0.0]",22.72168141725112,0.0,0
61,True,200,3,4.768453598022461,"[0.0, 0.75, 0.0]",22.690507223731593,0.0,0
62,True,200,3,5.885144233703613,"[0.0, 0.75, 0.0]",22.661352707571904,0.0,0
63,False,200,1,120.58977198600769,"[0.0, 1.0, 0.0]",22.82643061725016,0.0,0
64,True,200,2,4.83699369430542,"[0.0, 1.0, 0.0]",22.79543370451476,0.0,0
65,False,200,2,120.81054067611694,"[0.0, 1.0, 0.0]",22.959719639805478,0.0,0
66,True,200,0,5.508791923522949,"[0.0, 1.0, 0.0]",22.929704747216068,0.0,0
67,True,200,1,4.5926454067230225,"[0.0, 1.0, 0.0]",22.898175806558434,0.0,0
68,False,200,0,120.65313410758972,"[0.0, 1.0, 0.0]",23.06145447972637,0.0,0
69,True,200,3,8.995517253875732,"[0.0, 1.0, 0.0]",23.03348439742173,0.0,0
70,True,200,1,23.30479383468628,"[0.0, 1.0, 0.0]",23.028782154006702,0.0,0
71,True,200,1,37.82274150848389,"[0.0, 0.75, 0.0]",23.045407404684664,0.0,0
72,True,200,2,6.480550289154053,"[0.0, 0.75, 0.0]",23.014576229254406,0.0,0
73,False,200,1,121.1961555480957,"[0.0, 1.0, 0.0]",23.17630451054819,0.0,0
74,False,200,0,120.63341641426086,"[0.0, 1.0, 0.0]",23.337491135264553,0.0,0
75,True,200,2,4.591283321380615,"[0.0, 1.0, 0.0]",23.305699296653962,0.0,0
76,True,200,2,4.733800411224365,"[0.0, 1.0, 0.0]",23.274325752889872,0.0,0
77,True,200,0,5.180398464202881,"[0.0, 1.0, 0.0]",23.243814685916114,0.0,0
78,True,200,3,4.687829971313477,"[0.0, 1.0, 0.0]",23.21242622967207,0.0,0
79,False,200,1,4.686854362487793,"[0.0, 1.0, 0.0]",23.18128392645319,0.0,0
80,False,200,0,4.698976039886475,"[0.0, 1.0, 0.0]",23.150248932995293,0.0,0
81,False,200,2,4.623177766799927,"[0.0, 1.0, 0.0]",23.119234168470786,0.0,0
82,True,200,3,4.673587799072266,"[0.0, 1.0, 0.0]",23.088391819938284,0.0,0
83,True,200,3,4.794809341430664,"[0.0, 1.0, 0.0]",23.0577242741218,0.0,0
84,True,200,3,4.966376066207886,"[0.0, 0.75, 0.0]",23.027551769041548,0.0,0
85,False,200,2,4.89770245552063,"[0.0, 0.75, 0.0]",22.99736899380583,0.0,0
86,True,200,3,4.903105020523071,"[0.0, 0.75, 0.0]",22.967288186185133,0.0,0
87,True,200,0,4.761456727981567,"[0.0, 0.75, 0.0]",22.937090188313306,0.0,0
88,False,200,3,4.7836456298828125,"[0.0, 0.75, 0.0]",22.906979201288966,0.0,0
89,True,200,3,4.8146374225616455,"[0.0, 0.75, 0.0]",22.876987185625048,0.0,0
90,True,200,3,4.8317952156066895,"[0.0, 0.75, 0.0]",22.847171661923234,0.0,0
91,False,200,2,4.936199903488159,"[0.0, 0.75, 0.0]",22.81752674221415,0.0,0
92,False,200,3,4.979487895965576,"[0.0, 0.75, 0.0]",22.788096671719703,0.0,0
93,False,200,1,4.749356269836426,"[0.0, 0.75, 0.0]",22.758418977740497,0.0,0
94,False,200,1,4.789456844329834,"[0.0, 0.75, 0.0]",22.728883946056918,0.0,0
95,False,200,3,120.65187883377075,"[0.0, 1.0, 0.0]",22.885359611404077,0.0,0
96,True,200,2,5.2581048011779785,"[0.0, 1.0, 0.0]",22.856310479533978,0.0,0
97,False,200,0,121.17485284805298,"[0.0, 1.0, 0.0]",23.012190581893922,0.0,0
98,False,200,3,120.61598253250122,"[0.0, 1.0, 0.0]",23.167503930128422,0.0,0
99,True,200,0,4.88622522354126,"[0.0, 1.0, 0.0]",23.137751669024357,0.0,0
100,True,200,0,4.905819892883301,"[0.0, 1.0, 0.0]",23.108126040476904,0.0,0
101,True,200,0,4.6669087409973145,"[0.0, 1.0, 0.0]",23.078186168579684,0.0,0
102,False,200,1,120.58086895942688,"[0.0, 1.0, 0.0]",23.232357658280268,0.0,0
103,False,200,2,120.58914279937744,"[0.0, 1.0, 0.0]",23.386049183726122,0.0,0
104,True,200,2,4.736898422241211,"[0.0, 1.0, 0.0]",23.35589269180841,0.0,0
105,False,200,2,120.62413668632507,"[0.0, 1.0, 0.0]",23.508915344874065,0.0,0
106,True,200,0,4.9360740184783936,"[0.0, 1.0, 0.0]",23.478989378510967,0.0,0
107,False,200,2,4.878371477127075,"[0.0, 1.0, 0.0]",23.449104129611037,0.0,0
108,True,200,3,5.236750364303589,"[0.0, 1.0, 0.0]",23.419765170640165,0.0,0
109,True,200,1,5.201580047607422,"[0.0, 1.0, 0.0]",23.390577314787045,0.0,0
110,False,200,3,5.0726072788238525,"[0.0, 1.0, 0.0]",23.361261874904454,0.0,0
111,True,200,1,5.021803140640259,"[0.0, 1.0, 0.0]",23.331654841911064,0.0,0
112,True,200,0,4.8918585777282715,"[0.0, 1.0, 0.0]",23.302282817661762,0.0,0
113,False,200,3,4.733134984970093,"[0.0, 1.0, 0.0]",23.272693496040546,0.0,0
114,False,200,0,4.80834174156189,"[0.0, 0.75, 0.0]",23.243346821110567,0.0,0
115,False,200,1,4.736912250518799,"[0.0, 0.75, 0.0]",23.21389500572003,0.0,0
116,True,200,3,4.735959768295288,"[0.0, 0.75, 0.0]",23.184437423389152,0.0,0
117,True,200,2,4.920021057128906,"[0.0, 0.75, 0.0]",23.155551381813464,0.0,0
118,True,200,3,4.588038444519043,"[0.0, 0.75, 0.0]",23.1262013137156,0.0,0
119,True,200,1,4.738140344619751,"[0.0, 0.75, 0.0]",23.097190287603294,0.0,0
120,True,200,0,5.322422981262207,"[0.0, 0.75, 0.0]",23.06916335813793,0.0,0
121,False,200,3,4.910746097564697,"[0.0, 0.75, 0.0]",23.040603449605463,0.0,0
122,False,200,2,4.797947645187378,"[0.0, 0.75, 0.0]",23.01196767953726,0.0,0
123,True,200,2,4.833109378814697,"[0.0, 0.75, 0.0]",22.983472863649993,0.0,0
124,True,200,0,8.057149171829224,"[0.0, 0.75, 0.0]",22.95994001846372,0.0,0
125,False,200,1,121.58955764770508,"[0.0, 1.0, 0.0]",23.10898205076571,0.0,0
126,False,200,1,128.68360304832458,"[0.0, 1.0, 0.0]",23.259874820344674,0.0,0
127,True,200,3,62.005576610565186,"[0.0, 0.75, 0.0]",23.30094801087416,0.0,0
