Episode,Video,Status_Code,TimeSleep,ResponseTime,ServerLoads,MRT,QL,CountErrors
0,True,200,1,4.551424026489258,"[0.0, 1.0, 0.0]",21.00431296090944,0.0,0
1,True,200,2,4.614840745925903,"[0.0, 1.0, 0.0]",20.98841442822507,0.0,0
2,True,200,0,4.960025310516357,"[0.0, 0.75, 0.0]",20.97287833634253,0.0,0
3,False,200,0,120.60268139839172,"[0.0, 1.0, 0.0]",21.066690293286833,0.0,0
4,False,200,3,120.59554386138916,"[0.0, 1.0, 0.0]",21.160326351637657,0.0,0
5,True,200,0,4.863630533218384,"[0.0, 1.0, 0.0]",21.144565777958565,0.0,0
6,False,200,1,120.6107120513916,"[0.0, 1.0, 0.0]",21.237952221799414,0.0,0
7,True,200,2,4.970568418502808,"[0.0, 1.0, 0.0]",21.222272154077075,0.0,0
8,True,200,2,4.82202672958374,"[0.0, 1.0, 0.0]",21.206480944257578,0.0,0
9,True,200,2,4.829046249389648,"[0.0, 1.0, 0.0]",21.190686171216175,0.0,0
10,True,200,1,4.874476432800293,"[0.0, 1.0, 0.0]",21.17502180757657,0.0,0
11,True,200,0,4.514388084411621,"[0.0, 1.0, 0.0]",21.159049523704272,0.0,0
12,False,200,2,120.66779375076294,"[0.0, 1.0, 0.0]",21.25191182250047,0.0,0
13,True,200,1,5.2400243282318115,"[0.0, 1.0, 0.0]",21.23654908968715,0.0,0
14,True,200,1,5.306335210800171,"[0.0, 1.0, 0.0]",21.22122240311861,0.0,0
15,False,200,0,127.50385046005249,"[0.0, 1.0, 0.0]",21.313770484478674,0.0,0
16,True,200,3,6.189548492431641,"[0.0, 1.0, 0.0]",21.298567503217665,0.0,0
17,False,200,3,16.3654465675354,"[0.0, 1.0, 0.0]",21.29362104922088,0.0,0
18,False,200,3,15.18539547920227,"[0.0, 1.0, 0.0]",21.28748609657501,0.0,0
19,True,200,0,32.45247483253479,"[0.0, 0.75, 0.0]",21.2957179728389,0.0,0
20,True,200,1,11.217945575714111,"[0.0, 0.75, 0.0]",21.28597107088843,0.0,0
21,True,200,0,21.5976345539093,"[0.0, 0.75, 0.0]",21.28371830101793,0.0,0
22,True,200,3,49.302534341812134,"[0.0, 0.75, 0.0]",21.300395910454327,0.0,0
23,False,200,0,23.695197820663452,"[0.0, 0.75, 0.0]",21.297626973525492,0.0,0
24,True,200,1,16.203184843063354,"[0.0, 0.75, 0.0]",21.287975991843915,0.0,0
25,True,200,1,71.69254088401794,"[0.0, 0.75, 0.0]",21.333821472415217,0.0,0
26,False,200,3,32.57241463661194,"[0.0, 0.75, 0.0]",21.343539150195692,0.0,0
27,True,200,2,4.773524522781372,"[0.0, 0.75, 0.0]",21.32787358298099,0.0,0
28,False,200,3,4.786848306655884,"[0.0, 0.75, 0.0]",21.312258274601437,0.0,0
29,False,200,3,4.6558778285980225,"[0.0, 0.75, 0.0]",21.296548041910263,0.0,0
30,True,200,1,4.726653575897217,"[0.0, 0.75, 0.0]",21.28086111292861,0.0,0
31,True,200,1,4.7762815952301025,"[0.0, 0.75, 0.0]",21.265267480363722,0.0,0
32,True,200,1,4.735774517059326,"[0.0, 0.75, 0.0]",21.249710807037,0.0,0
33,False,200,3,4.801369905471802,"[0.0, 0.75, 0.0]",21.23420680708745,0.0,0
34,True,200,2,4.810327053070068,"[0.0, 0.75, 0.0]",21.218746342278052,0.0,0
35,True,200,3,5.015361070632935,"[0.0, 0.75, 0.0]",21.203232847659958,0.0,0
36,True,200,2,4.762388706207275,"[0.0, 0.75, 0.0]",21.187735061925228,0.0,0
37,True,200,1,4.7868812084198,"[0.0, 0.75, 0.0]",21.172306025202893,0.0,0
38,True,200,3,4.595015525817871,"[0.0, 0.75, 0.0]",21.156793345471424,0.0,0
39,True,200,0,4.742915630340576,"[0.0, 0.75, 0.0]",21.141412927638026,0.0,0
40,True,200,0,4.748718500137329,"[0.0, 0.75, 0.0]",21.126022138116568,0.0,0
41,False,200,0,4.707125663757324,"[0.0, 0.75, 0.0]",21.110688456871213,0.0,0
42,True,200,3,4.720842123031616,"[0.0, 0.75, 0.0]",21.09541006835896,0.0,0
43,False,200,3,4.637773036956787,"[0.0, 0.75, 0.0]",21.080080684634073,0.0,0
44,True,200,0,4.691635370254517,"[0.0, 0.75, 0.0]",21.064745571311764,0.0,0
45,False,200,3,6.16740345954895,"[0.0, 0.75, 0.0]",21.049587284868412,0.0,0
46,False,200,3,4.812908887863159,"[0.0, 0.75, 0.0]",21.034413086945744,0.0,0
47,False,200,1,4.584648609161377,"[0.0, 0.75, 0.0]",21.019146684726223,0.0,0
48,False,200,1,4.8324196338653564,"[0.0, 0.75, 0.0]",21.00394902311448,0.0,0
49,False,200,3,120.58956241607666,"[0.0, 1.0, 0.0]",21.09382443540338,0.0,0
50,False,200,0,120.60729098320007,"[0.0, 1.0, 0.0]",21.183544983151812,0.0,0
51,True,200,3,4.731982469558716,"[0.0, 1.0, 0.0]",21.16830851738535,0.0,0
52,True,200,0,4.622437953948975,"[0.0, 1.0, 0.0]",21.153007590673802,0.0,0
53,False,200,2,120.592449426651,"[0.0, 1.0, 0.0]",21.24241239305868,0.0,0
54,True,200,3,4.6250834465026855,"[0.0, 1.0, 0.0]",21.227083345057192,0.0,0
55,True,200,3,4.693311452865601,"[0.0, 1.0, 0.0]",21.21184004921097,0.0,0
56,False,200,1,120.58766484260559,"[0.0, 1.0, 0.0]",21.300960326173303,0.0,0
57,True,200,1,4.829830884933472,"[0.0, 1.0, 0.0]",21.285804878679112,0.0,0
58,False,200,1,120.60701441764832,"[0.0, 1.0, 0.0]",21.374687898298266,0.0,0
59,True,200,0,4.667418003082275,"[0.0, 1.0, 0.0]",21.359283310078634,0.0,0
60,True,200,3,4.633382797241211,"[0.0, 1.0, 0.0]",21.343957475696445,0.0,0
61,True,200,2,4.5589599609375,"[0.0, 1.0, 0.0]",21.328580313472337,0.0,0
62,False,200,2,120.58314442634583,"[0.0, 1.0, 0.0]",21.417113069561623,0.0,0
63,False,200,3,120.66588592529297,"[0.0, 1.0, 0.0]",21.505494172543234,0.0,0
64,False,200,0,120.61753749847412,"[0.0, 1.0, 0.0]",21.59373004549417,0.0,0
65,True,200,1,7.760208368301392,"[0.0, 1.0, 0.0]",21.580765624344348,0.0,0
66,True,200,2,6.566852331161499,"[0.0, 1.0, 0.0]",21.566941356786547,0.0,0
67,True,200,2,9.530198097229004,"[0.0, 1.0, 0.0]",21.555596448520927,0.0,0
68,False,200,3,5.260610580444336,"[0.0, 1.0, 0.0]",21.5406331251693,0.0,0
69,True,200,2,22.59542965888977,"[0.0, 1.0, 0.0]",21.530386214366587,0.0,0
70,True,200,0,21.05319309234619,"[0.0, 0.75, 0.0]",21.529569881015355,0.0,0
71,False,200,3,45.76234579086304,"[0.0, 0.75, 0.0]",21.55072999466376,0.0,0
