Episode,Video,Status_Code,TimeSleep,ResponseTime,ServerLoads,MRT,QL
24,True,200,3,4.6983323097229,"[0.0, 0.0, 0.0]",25.347319850921632,0.0
25,False,200,0,107.1326174736023,"[0.0, 0.0, 0.0]",28.41395741242629,0.0
26,False,200,3,131.59289073944092,"[0.0, 0.25, 0.0]",31.872561834476613,0.0
27,False,200,1,136.5044023990631,"[0.0, 0.25, 0.0]",35.23787509543555,0.0
28,False,200,0,137.70164942741394,"[0.0, 0.25, 0.0]",38.346841129763376,0.0
29,False,200,2,139.6985456943512,"[0.0, 0.25, 0.0]",41.28526775042216,0.0
30,True,200,2,142.9045491218567,"[0.0, 0.25, 0.0]",44.06964961174996,0.0
31,False,200,3,139.79548120498657,"[0.0, 0.25, 0.0]",46.658096827566624,0.0
32,False,200,0,138.90212416648865,"[0.0, 0.25, 0.0]",49.10791472232703,0.0
33,True,200,3,142.89561319351196,"[0.0, 0.25, 0.0]",51.37813157193801,0.0
34,True,200,0,38.195648193359375,"[0.0, 0.5, 0.0]",50.564509752818516,0.0
35,True,200,0,35.49279427528381,"[0.0, 0.5, 0.0]",49.734965443611145,0.0
36,False,200,2,143.80094838142395,"[0.0, 0.75, 0.0]",51.855597199620426,0.0
37,True,200,0,143.60391283035278,"[0.0, 0.75, 0.0]",53.88833711649242,0.0
38,False,200,0,146.500319480896,"[0.0, 0.75, 0.0]",55.814318779187325,0.0
39,True,200,1,136.10365414619446,"[0.0, 0.75, 0.0]",57.633914810419085,0.0
40,False,200,1,111.07145595550537,"[0.0, 0.5, 0.0]",58.89942058121286,0.0
41,True,200,3,4.99051308631897,"[0.0, 0.5, 0.0]",57.60554225671859,0.0
42,False,200,0,40.279367446899414,"[0.0, 0.5, 0.0]",57.19179827113484,0.0
43,True,200,1,4.903269052505493,"[0.0, 0.5, 0.0]",55.99464801224795,0.0
44,False,200,0,42.695937156677246,"[0.0, 0.5, 0.0]",55.688562054104274,0.0
45,True,200,0,4.582801342010498,"[0.0, 0.5, 0.0]",54.5688288004502,0.0
46,False,200,0,40.13402962684631,"[0.0, 0.5, 0.0]",54.25337137567236,0.0
47,False,200,0,41.6756386756897,"[0.0, 0.5, 0.0]",53.98285280664762,0.0
48,True,200,0,5.195229530334473,"[0.0, 0.5, 0.0]",52.97939454779333,0.0
49,False,200,1,39.19554781913757,"[0.0, 0.5, 0.0]",52.69640952110291,0.0
50,True,200,3,5.046478986740112,"[0.0, 0.5, 0.0]",51.75447760843763,0.0
51,False,200,0,41.68688678741455,"[0.0, 0.5, 0.0]",51.552750477424034,0.0
52,True,200,1,5.758840322494507,"[0.0, 0.5, 0.0]",50.680944240318155,0.0
53,True,200,3,4.88087010383606,"[0.0, 0.5, 0.0]",49.82568169081652,0.0
54,False,200,2,45.56723356246948,"[0.0, 0.5, 0.0]",49.74059014753862,0.0
55,True,200,3,4.7685112953186035,"[0.0, 0.5, 0.0]",48.9308061173984,0.0
56,False,200,3,40.56795692443848,"[0.0, 0.5, 0.0]",48.775899472989536,0.0
57,False,200,0,39.20060205459595,"[0.0, 0.5, 0.0]",48.604251006553916,0.0
58,True,200,3,4.706932306289673,"[0.0, 0.5, 0.0]",47.85371487423525,0.0
59,False,200,1,40.187790632247925,"[0.0, 0.5, 0.0]",47.71950072447459,0.0
60,False,200,1,40.07626509666443,"[0.0, 0.5, 0.0]",47.58708864352742,0.0
61,False,200,3,38.089940547943115,"[0.0, 0.5, 0.0]",47.4278590948351,0.0
62,True,200,3,4.756970167160034,"[0.0, 0.5, 0.0]",46.74454096385411,0.0
63,True,200,2,4.893619775772095,"[0.0, 0.5, 0.0]",46.08489079400897,0.0
64,False,200,1,41.14155292510986,"[0.0, 0.5, 0.0]",46.00299982657799,0.0
65,True,200,2,4.824155330657959,"[0.0, 0.5, 0.0]",45.37352655873154,0.0
66,True,200,3,4.674041748046875,"[0.0, 0.5, 0.0]",44.759840588071455,0.0
67,False,200,0,4.689640998840332,"[0.0, 0.5, 0.0]",44.1653515661464,0.0
68,True,200,1,4.664341688156128,"[0.0, 0.5, 0.0]",43.587508709534355,0.0
69,True,200,2,4.631968021392822,"[0.0, 0.5, 0.0]",43.02547266823905,0.0
70,True,200,1,4.665282726287842,"[0.0, 0.5, 0.0]",42.4794999277088,0.0
71,True,200,1,4.721543550491333,"[0.0, 0.5, 0.0]",41.949549900160896,0.0
72,True,200,1,4.690287351608276,"[0.0, 0.5, 0.0]",41.43417086993178,0.0
73,True,200,0,4.663726091384888,"[0.0, 0.5, 0.0]",40.93196384004644,0.0
74,True,200,3,4.646010160446167,"[0.0, 0.5, 0.0]",40.44285671234131,0.0
75,True,200,3,4.622003793716431,"[0.0, 0.5, 0.0]",39.96664604074076,0.0
76,False,200,3,44.84602069854736,"[0.0, 0.5, 0.0]",40.0249037897432,0.0
77,True,200,2,4.56616997718811,"[0.0, 0.5, 0.0]",39.56553714397626,0.0
78,False,200,1,4.618413925170898,"[0.0, 0.5, 0.0]",39.11855572386633,0.0
79,True,200,0,4.5773398876190186,"[0.0, 0.5, 0.0]",38.682224890589715,0.0
80,True,200,0,4.68496036529541,"[0.0, 0.5, 0.0]",38.25783365744132,0.0
81,False,200,3,41.228246212005615,"[0.0, 0.5, 0.0]",38.289535920794414,0.0
82,True,200,3,4.703571081161499,"[0.0, 0.5, 0.0]",37.879537616867616,0.0
83,True,200,2,4.650599002838135,"[0.0, 0.5, 0.0]",37.47918195667721,0.0
84,True,200,2,4.56567120552063,"[0.0, 0.5, 0.0]",37.08758618130403,0.0
85,True,200,3,4.772071361541748,"[0.0, 0.5, 0.0]",36.70734763699909,0.0
86,True,200,2,4.621320724487305,"[0.0, 0.5, 0.0]",36.33411760439818,0.0
87,False,200,3,42.367300033569336,"[0.0, 0.5, 0.0]",36.39840406179428,0.0
88,True,200,3,4.624882698059082,"[0.0, 0.5, 0.0]",36.037296715747104,0.0
89,True,200,2,4.581238746643066,"[0.0, 0.5, 0.0]",35.68379755549961,0.0
90,True,200,3,4.579776763916016,"[0.0, 0.5, 0.0]",35.337801066073744,0.0
91,True,200,0,4.686809539794922,"[0.0, 0.5, 0.0]",34.99997443738191,0.0
92,True,200,0,4.5678441524505615,"[0.0, 0.5, 0.0]",34.66872111187186,0.0
93,False,200,3,42.328798055648804,"[0.0, 0.5, 0.0]",34.74637210622747,0.0
94,False,200,0,46.08086133003235,"[0.0, 0.5, 0.0]",34.86187734854849,0.0
95,False,200,1,40.994893312454224,"[0.0, 0.5, 0.0]",34.92191183318695,0.0
96,False,200,2,40.81114888191223,"[0.0, 0.5, 0.0]",34.97883945150474,0.0
97,False,200,1,38.59534955024719,"[0.0, 0.5, 0.0]",35.0119576478491,0.0
98,True,200,1,4.638609170913696,"[0.0, 0.5, 0.0]",34.701520214177144,0.0
99,False,200,0,41.9511935710907,"[0.0, 0.5, 0.0]",34.75805865049362,0.0
100,True,200,1,4.609850645065308,"[0.0, 0.5, 0.0]",34.45578514467372,0.0
101,False,200,0,40.38444685935974,"[0.0, 0.5, 0.0]",34.510218879755804,0.0
102,True,200,0,4.603179454803467,"[0.0, 0.5, 0.0]",34.21633815996855,0.0
103,False,200,2,40.98692297935486,"[0.0, 0.5, 0.0]",34.27790925594476,0.0
104,True,200,0,4.613886833190918,"[0.0, 0.5, 0.0]",33.99203809329442,0.0
105,False,200,3,40.11153697967529,"[0.0, 0.5, 0.0]",34.0459868030728,0.0
106,False,200,0,44.38195204734802,"[0.0, 0.5, 0.0]",34.13895570674789,0.0
107,False,200,1,40.30074667930603,"[0.0, 0.5, 0.0]",34.19243052932951,0.0
108,True,200,3,4.6382527351379395,"[0.0, 0.5, 0.0]",33.917795522497336,0.0
109,True,200,3,4.749213218688965,"[0.0, 0.5, 0.0]",33.6493387113918,0.0
110,True,200,3,4.5590760707855225,"[0.0, 0.5, 0.0]",33.383992085585724,0.0
111,False,200,0,43.86588501930237,"[0.0, 0.5, 0.0]",33.47445946080344,0.0
112,True,200,1,4.483565092086792,"[0.0, 0.5, 0.0]",33.21457876357357,0.0
113,True,200,3,4.644793272018433,"[0.0, 0.5, 0.0]",32.960087861931115,0.0
114,False,200,2,47.215559244155884,"[0.0, 0.5, 0.0]",33.08054743849713,0.0
115,True,200,1,4.716943264007568,"[0.0, 0.5, 0.0]",32.83279222249985,0.0
116,False,200,3,4.845999240875244,"[0.0, 0.5, 0.0]",32.5897097261543,0.0
117,True,200,3,4.652408123016357,"[0.0, 0.5, 0.0]",32.34984045311556,0.0
118,True,200,2,4.64731764793396,"[0.0, 0.5, 0.0]",32.11391528514253,0.0
119,True,200,2,4.68270468711853,"[0.0, 0.5, 0.0]",31.8821291188399,0.0
120,True,200,1,4.6776182651519775,"[0.0, 0.5, 0.0]",31.653994727725824,0.0
121,False,200,0,4.66228461265564,"[0.0, 0.5, 0.0]",31.429703237580473,0.0
122,True,200,1,4.622747898101807,"[0.0, 0.5, 0.0]",31.20874872246409,0.0
123,True,200,2,4.619419574737549,"[0.0, 0.5, 0.0]",30.991407746268855,0.0
124,False,200,1,4.641633033752441,"[0.0, 0.5, 0.0]",30.77775361251831,0.0
125,True,200,1,4.630134344100952,"[0.0, 0.5, 0.0]",30.567134696339803,0.0
126,True,200,0,4.638326644897461,"[0.0, 0.5, 0.0]",30.360104577747855,0.0
127,False,200,2,47.66747522354126,"[0.0, 0.5, 0.0]",30.49241304397583,0.0
128,False,200,1,44.104223012924194,"[0.0, 0.5, 0.0]",30.595088759133983,0.0
129,True,200,0,4.731029510498047,"[0.0, 0.5, 0.0]",30.39312631533696,0.0
130,True,200,0,4.60890531539917,"[0.0, 0.5, 0.0]",30.193397398213392,0.0
131,True,200,2,4.551000118255615,"[0.0, 0.5, 0.0]",29.996324262835763,0.0
132,False,200,1,42.090449810028076,"[0.0, 0.5, 0.0]",30.084431791664066,0.0
133,True,200,1,4.556068658828735,"[0.0, 0.5, 0.0]",29.891201994312343,0.0
134,True,200,2,4.656940698623657,"[0.0, 0.5, 0.0]",29.70160697477835,0.0
135,False,200,1,43.759509801864624,"[0.0, 0.5, 0.0]",29.802270098644144,0.0
136,True,200,2,4.625368595123291,"[0.0, 0.5, 0.0]",29.61580948237955,0.0
137,True,200,3,4.608975172042847,"[0.0, 0.5, 0.0]",29.431896166525025,0.0
138,True,200,0,4.596988916397095,"[0.0, 0.5, 0.0]",29.250650133160377,0.0
139,True,200,1,4.529490947723389,"[0.0, 0.5, 0.0]",29.07151292221887,0.0
140,False,200,3,45.2787663936615,"[0.0, 0.5, 0.0]",29.183375485399935,0.0
141,False,200,0,45.7667191028595,"[0.0, 0.5, 0.0]",29.29737372633437,0.0
142,True,200,2,4.576400518417358,"[0.0, 0.5, 0.0]",29.121815266309085,0.0
143,False,200,0,40.26936650276184,"[0.0, 0.5, 0.0]",29.19670312768883,0.0
144,False,200,3,39.529998540878296,"[0.0, 0.5, 0.0]",29.26538407062662,0.0
145,True,200,3,4.6215760707855225,"[0.0, 0.5, 0.0]",29.094030698684797,0.0
146,True,200,0,4.52032732963562,"[0.0, 0.5, 0.0]",28.92435755535048,0.0
147,False,200,0,42.01875376701355,"[0.0, 0.5, 0.0]",29.010190633503168,0.0
148,False,200,0,39.822272062301636,"[0.0, 0.5, 0.0]",29.08024338427806,0.0
149,True,200,3,4.610974073410034,"[0.0, 0.5, 0.0]",28.914691537221273,0.0
150,True,200,2,4.561020612716675,"[0.0, 0.5, 0.0]",28.75057165827972,0.0
151,True,200,1,4.519704341888428,"[0.0, 0.5, 0.0]",28.588648772553395,0.0
152,True,200,2,4.627359867095947,"[0.0, 0.5, 0.0]",28.429592151267855,0.0
153,False,200,2,46.91922616958618,"[0.0, 0.5, 0.0]",28.54722768764991,0.0
154,True,200,2,4.664767026901245,"[0.0, 0.5, 0.0]",28.390734331069453,0.0
155,True,200,3,4.547772169113159,"[0.0, 0.5, 0.0]",28.23548971842497,0.0
156,True,200,0,4.588742971420288,"[0.0, 0.5, 0.0]",28.0824897456321,0.0
157,False,200,3,46.45652651786804,"[0.0, 0.5, 0.0]",28.196073151841947,0.0
158,True,200,0,4.576957941055298,"[0.0, 0.5, 0.0]",28.045135640498227,0.0
159,True,200,3,4.508424282073975,"[0.0, 0.5, 0.0]",27.895766255259513,0.0
160,True,200,3,4.527041435241699,"[0.0, 0.5, 0.0]",27.748355797358922,0.0
161,True,200,3,4.509827375411987,"[0.0, 0.5, 0.0]",27.60276773829519,0.0
162,True,200,0,4.457993507385254,"[0.0, 0.5, 0.0]",27.458628047463353,0.0
163,False,200,3,49.62429904937744,"[0.0, 0.5, 0.0]",27.59089844546667,0.0
164,True,200,1,4.5208868980407715,"[0.0, 0.5, 0.0]",27.44895092646281,0.0
165,False,200,2,43.0408239364624,"[0.0, 0.5, 0.0]",27.54019614730973,0.0
166,True,200,1,4.575648546218872,"[0.0, 0.5, 0.0]",27.400424283421682,0.0
167,True,200,0,4.531575918197632,"[0.0, 0.5, 0.0]",27.261992780935195,0.0
168,True,200,2,4.544800043106079,"[0.0, 0.5, 0.0]",27.125511774649986,0.0
169,True,200,3,4.633442640304565,"[0.0, 0.5, 0.0]",26.99085697566762,0.0
170,True,200,1,4.60052490234375,"[0.0, 0.5, 0.0]",26.85768305627923,0.0
171,False,200,3,4.758976697921753,"[0.0, 0.5, 0.0]",26.726921052433724,0.0
172,True,200,2,4.585235834121704,"[0.0, 0.5, 0.0]",26.59641915525315,0.0
173,True,200,0,4.588014602661133,"[0.0, 0.5, 0.0]",26.467747784208978,0.0
174,True,200,3,4.624742269515991,"[0.0, 0.5, 0.0]",26.340872718266077,0.0
175,False,200,1,4.7104880809783936,"[0.0, 0.5, 0.0]",26.215560961853374,0.0
176,True,200,2,4.643526554107666,"[0.0, 0.5, 0.0]",26.09155710672928,0.0
177,True,200,1,4.750908851623535,"[0.0, 0.5, 0.0]",25.969003496545085,0.0
178,False,200,2,4.672661066055298,"[0.0, 0.5, 0.0]",25.84796669496504,0.0
179,True,200,2,4.623657941818237,"[0.0, 0.5, 0.0]",25.728056693077086,0.0
180,True,200,3,4.670264005661011,"[0.0, 0.5, 0.0]",25.60954401111076,0.0
181,False,200,1,4.690423965454102,"[0.0, 0.5, 0.0]",25.49231765165434,0.0
182,True,200,2,4.712673664093018,"[0.0, 0.5, 0.0]",25.37626198601853,0.0
183,True,200,0,4.622694253921509,"[0.0, 0.5, 0.0]",25.261515216982882,0.0
184,False,200,0,4.6111979484558105,"[0.0, 0.5, 0.0]",25.14790631887075,0.0
185,False,200,3,4.661421060562134,"[0.0, 0.5, 0.0]",25.03556283955933,0.0
186,False,200,1,4.640831470489502,"[0.0, 0.5, 0.0]",24.92452372076677,0.0
187,False,200,2,4.680443525314331,"[0.0, 0.5, 0.0]",24.8147343042049,0.0
188,False,200,0,4.663060903549194,"[0.0, 0.5, 0.0]",24.706165304890387,0.0
189,True,200,1,4.606696367263794,"[0.0, 0.5, 0.0]",24.5984173548849,0.0
190,True,200,3,5.093235731124878,"[0.0, 0.5, 0.0]",24.494366634578604,0.0
191,True,200,0,4.563937187194824,"[0.0, 0.5, 0.0]",24.388582572340965,0.0
192,True,200,0,4.662346839904785,"[0.0, 0.5, 0.0]",24.284427324107273,0.0
193,True,200,3,5.189167261123657,"[0.0, 0.5, 0.0]",24.184066833909025,0.0
194,False,200,1,112.05947971343994,"[0.0, 0.5, 0.0]",24.632788054148357,0.0
195,False,200,1,122.80903458595276,"[0.0, 0.75, 0.0]",25.120472616078903,0.0
196,False,200,3,122.82800149917603,"[0.0, 0.75, 0.0]",25.611767813638988,0.0
197,False,200,2,92.90515303611755,"[0.0, 0.5, 0.0]",25.949773235754535,0.0
198,True,200,0,4.586049318313599,"[0.0, 0.5, 0.0]",25.840544496948397,0.0
199,False,200,0,59.64098310470581,"[0.0, 0.5, 0.0]",26.000087003707886,0.0
200,True,200,0,4.7452476024627686,"[0.0, 0.5, 0.0]",25.892187411512307,0.0
201,True,200,3,5.040875196456909,"[0.0, 0.5, 0.0]",25.787136541734828,0.0
202,False,200,1,44.40209650993347,"[0.0, 0.5, 0.0]",25.876791229388985,0.0
203,True,200,0,4.7556211948394775,"[0.0, 0.5, 0.0]",25.771474301815033,0.0
204,False,200,3,40.008288621902466,"[0.0, 0.5, 0.0]",25.839017926192867,0.0
205,False,200,3,39.35026454925537,"[0.0, 0.5, 0.0]",25.902853307214755,0.0
206,True,200,1,4.570582866668701,"[0.0, 0.5, 0.0]",25.798054540790798,0.0
207,True,200,3,4.611101388931274,"[0.0, 0.5, 0.0]",25.69442147360398,0.0
208,False,200,3,41.20621657371521,"[0.0, 0.5, 0.0]",25.766906686947106,0.0
209,True,200,0,4.521175146102905,"[0.0, 0.5, 0.0]",25.663974968592324,0.0
210,True,200,0,4.634264230728149,"[0.0, 0.5, 0.0]",25.562301600713866,0.0
211,True,200,2,4.619029760360718,"[0.0, 0.5, 0.0]",25.461830494538795,0.0
212,False,200,2,40.2852737903595,"[0.0, 0.5, 0.0]",25.529775929562923,0.0
213,True,200,2,4.465182781219482,"[0.0, 0.5, 0.0]",25.429652463609926,0.0
214,False,200,3,4.704846620559692,"[0.0, 0.5, 0.0]",25.331546357620596,0.0
215,False,200,2,4.608206033706665,"[0.0, 0.5, 0.0]",25.23382235897912,0.0
216,False,200,1,4.619676828384399,"[0.0, 0.5, 0.0]",25.137050500113844,0.0
217,True,200,0,4.593797445297241,"[0.0, 0.5, 0.0]",25.04112928832343,0.0
218,True,200,2,4.615530252456665,"[0.0, 0.5, 0.0]",24.94608715788959,0.0
219,False,200,1,4.69709849357605,"[0.0, 0.5, 0.0]",24.851929587667637,0.0
220,True,200,3,4.605143308639526,"[0.0, 0.5, 0.0]",24.758640381006096,0.0
221,False,200,2,4.593977928161621,"[0.0, 0.5, 0.0]",24.666110096751034,0.0
222,False,200,3,4.587776184082031,"[0.0, 0.5, 0.0]",24.574420181625094,0.0
223,False,200,1,46.74304938316345,"[0.0, 0.5, 0.0]",24.671761039112294,0.0
224,True,200,0,4.575247049331665,"[0.0, 0.5, 0.0]",24.58076103952196,0.0
225,True,200,0,4.522299766540527,"[0.0, 0.5, 0.0]",24.490402402076047,0.0
226,False,200,1,40.719897508621216,"[0.0, 0.5, 0.0]",24.56018281403092,0.0
227,False,200,2,38.5775191783905,"[0.0, 0.5, 0.0]",24.62000677773827,0.0
228,True,200,1,4.749939680099487,"[0.0, 0.5, 0.0]",24.531650796207277,0.0
229,False,200,2,41.12402582168579,"[0.0, 0.5, 0.0]",24.602197736242545,0.0
230,True,200,1,4.555485963821411,"[0.0, 0.5, 0.0]",24.513799148204523,0.0
231,True,200,0,4.732146739959717,"[0.0, 0.5, 0.0]",24.426940865557768,0.0
232,True,200,0,4.627349615097046,"[0.0, 0.5, 0.0]",24.340294960742344,0.0
233,False,200,1,42.759159326553345,"[0.0, 0.5, 0.0]",24.417438447984875,0.0
234,True,200,3,4.49158787727356,"[0.0, 0.5, 0.0]",24.33117671520152,0.0
235,True,200,2,4.540389060974121,"[0.0, 0.5, 0.0]",24.24579542269141,0.0
236,True,200,3,4.622821092605591,"[0.0, 0.5, 0.0]",24.161359976112593,0.0
237,True,200,3,4.547532081604004,"[0.0, 0.5, 0.0]",24.077417667172536,0.0
238,True,200,0,4.508266448974609,"[0.0, 0.5, 0.0]",23.993939971325286,0.0
239,True,200,1,4.565316677093506,"[0.0, 0.5, 0.0]",23.9114848613739,0.0
240,False,200,3,48.24963998794556,"[0.0, 0.5, 0.0]",24.010964606312797,0.0
241,True,200,3,4.6035425662994385,"[0.0, 0.5, 0.0]",23.929248664004742,0.0
242,False,200,2,40.97613024711609,"[0.0, 0.5, 0.0]",23.99769180007432,0.0
243,True,200,1,4.523882627487183,"[0.0, 0.5, 0.0]",23.916305538083687,0.0
244,True,200,0,4.688606023788452,"[0.0, 0.5, 0.0]",23.83629792661083,0.0
245,False,200,3,41.90371513366699,"[0.0, 0.5, 0.0]",23.908255675943888,0.0
246,True,200,0,4.5661821365356445,"[0.0, 0.5, 0.0]",23.828498682029817,0.0
247,True,200,1,4.6134936809539795,"[0.0, 0.5, 0.0]",23.74949930464068,0.0
248,True,200,3,4.6458940505981445,"[0.0, 0.5, 0.0]",23.671298591008625,0.0
249,True,200,2,4.56400465965271,"[0.0, 0.5, 0.0]",23.593388885498047,0.0
250,False,200,0,44.58661699295044,"[0.0, 0.5, 0.0]",23.675512088722442,0.0
251,True,200,2,4.786226511001587,"[0.0, 0.5, 0.0]",23.59918351211245,0.0
252,False,200,2,42.71611928939819,"[0.0, 0.5, 0.0]",23.673200373593055,0.0
253,True,200,3,4.660946846008301,"[0.0, 0.5, 0.0]",23.59692949103558,0.0
254,False,200,2,44.86955785751343,"[0.0, 0.5, 0.0]",23.678658013250313,0.0
255,True,200,0,4.6246864795684814,"[0.0, 0.5, 0.0]",23.602725960314274,0.0
256,True,200,0,4.6200950145721436,"[0.0, 0.5, 0.0]",23.527487547017255,0.0
257,False,200,1,43.42749834060669,"[0.0, 0.5, 0.0]",23.60308375839115,0.0
258,True,200,1,4.64827036857605,"[0.0, 0.5, 0.0]",23.528442071671652,0.0
259,False,200,3,4.704524278640747,"[0.0, 0.5, 0.0]",23.45462515904353,0.0
260,True,200,0,4.570845603942871,"[0.0, 0.5, 0.0]",23.38082143082016,0.0
261,True,200,3,4.586849212646484,"[0.0, 0.5, 0.0]",23.307669612287565,0.0
262,False,200,3,4.668152809143066,"[0.0, 0.5, 0.0]",23.235299679716277,0.0
263,True,200,3,4.63045859336853,"[0.0, 0.5, 0.0]",23.163396781141106,0.0
264,False,200,0,4.690635919570923,"[0.0, 0.5, 0.0]",23.091937262157224,0.0
265,True,200,2,4.565564393997192,"[0.0, 0.5, 0.0]",23.020870413995326,0.0
266,False,200,2,4.615410089492798,"[0.0, 0.5, 0.0]",22.95055987325947,0.0
267,False,200,0,4.646974563598633,"[0.0, 0.5, 0.0]",22.880911769262,0.0
268,False,200,1,4.656439542770386,"[0.0, 0.5, 0.0]",22.811527989610862,0.0
269,True,200,2,4.61091947555542,"[0.0, 0.5, 0.0]",22.742787030008103,0.0
270,True,200,3,4.65577244758606,"[0.0, 0.5, 0.0]",22.67458156378067,0.0
271,True,200,2,4.668384313583374,"[0.0, 0.5, 0.0]",22.60704492120182,0.0
272,True,200,0,4.708600282669067,"[0.0, 0.5, 0.0]",22.540152458917525,0.0
273,True,200,3,4.713080883026123,"[0.0, 0.5, 0.0]",22.473756313323975,0.0
274,True,200,3,4.7301576137542725,"[0.0, 0.5, 0.0]",22.407869458632035,0.0
275,True,200,2,4.765920162200928,"[0.0, 0.5, 0.0]",22.342364204966504,0.0
276,False,200,0,4.688049793243408,"[0.0, 0.5, 0.0]",22.277270273181074,0.0
277,False,200,1,4.683784484863281,"[0.0, 0.5, 0.0]",22.21264157878409,0.0
278,True,200,2,4.723849534988403,"[0.0, 0.5, 0.0]",22.148645388182775,0.0
279,True,200,0,4.768734931945801,"[0.0, 0.5, 0.0]",22.08511604837009,0.0
280,True,200,0,4.688884019851685,"[0.0, 0.5, 0.0]",22.02186044764264,0.0
281,True,200,0,4.718377590179443,"[0.0, 0.5, 0.0]",21.959024637303454,0.0
282,False,200,1,4.669148683547974,"[0.0, 0.5, 0.0]",21.896603427590414,0.0
283,True,200,3,4.6824727058410645,"[0.0, 0.5, 0.0]",21.83455740062284,0.0
284,False,200,3,4.637625455856323,"[0.0, 0.5, 0.0]",21.772958906909874,0.0
285,True,200,1,4.748745441436768,"[0.0, 0.5, 0.0]",21.711942321770675,0.0
286,False,200,0,4.61740779876709,"[0.0, 0.5, 0.0]",21.65106343060005,0.0
287,False,200,2,4.668863773345947,"[0.0, 0.5, 0.0]",21.59077789303329,0.0
288,True,200,2,4.995670318603516,"[0.0, 0.5, 0.0]",21.532038012177885,0.0
289,True,200,2,4.673056364059448,"[0.0, 0.5, 0.0]",21.47256517328065,0.0
290,False,200,1,4.656721591949463,"[0.0, 0.5, 0.0]",21.41354283680211,0.0
291,True,200,2,4.526513338088989,"[0.0, 0.5, 0.0]",21.354443723208284,0.0
292,True,200,3,4.700700521469116,"[0.0, 0.5, 0.0]",21.296256133720735,0.0
293,True,200,0,4.80380916595459,"[0.0, 0.5, 0.0]",21.238863441408895,0.0
294,True,200,1,4.858449697494507,"[0.0, 0.5, 0.0]",21.18198026398481,0.0
295,False,200,0,120.60850286483765,"[0.0, 0.75, 0.0]",21.516562255653174,0.0
296,True,200,2,4.838992118835449,"[0.0, 0.75, 0.0]",21.459183772404987,0.0
297,True,200,1,4.648939371109009,"[0.0, 0.75, 0.0]",21.401515479855888,0.0
298,True,200,1,4.5994322299957275,"[0.0, 0.75, 0.0]",21.344054487636654,0.0
299,True,200,3,6.220155715942383,"[0.0, 0.75, 0.0]",21.287681069374084,0.0
300,True,200,2,4.612313747406006,"[0.0, 0.75, 0.0]",21.23103907971683,0.0
301,True,200,0,4.6558191776275635,"[0.0, 0.75, 0.0]",21.174846079965302,0.0
302,True,200,1,4.72093391418457,"[0.0, 0.75, 0.0]",21.119321529621338,0.0
303,True,200,2,5.0261077880859375,"[0.0, 0.75, 0.0]",21.06512831778903,0.0
304,True,200,3,4.653428792953491,"[0.0, 0.75, 0.0]",21.00998893018629,0.0
305,True,200,0,4.797114610671997,"[0.0, 0.5, 0.0]",20.955798811382717,0.0
306,False,200,0,120.69487261772156,"[0.0, 0.75, 0.0]",21.27920228029307,0.0
307,True,200,0,5.4627344608306885,"[0.0, 0.75, 0.0]",21.226669772104785,0.0
