episode,loss,reward
0,312.767333984375,17.5
0,17.88529396057129,2.625
0,326.6357727050781,17.375
0,314.6607360839844,17.375
0,16.943004608154297,3.875
0,17.262359619140625,3.875
0,17.404870986938477,3.875
0,17.56085205078125,3.875
0,311.9997253417969,17.375
0,17.818336486816406,3.875
0,17.82359504699707,3.875
0,18.835134506225586,4.0
0,18.869384765625,4.0
0,18.970970153808594,4.0
0,18.934228897094727,4.0
0,316.9499816894531,17.5
0,18.809162139892578,4.0
0,18.773483276367188,4.0
0,18.764299392700195,4.0
0,316.605712890625,17.5
0,18.763647079467773,4.0
0,18.768875122070312,4.0
0,18.771303176879883,4.0
0,18.754623413085938,4.0
0,316.4474792480469,17.5
0,316.3985900878906,17.5
0,18.71988296508789,4.0
0,18.725996017456055,4.0
0,18.76318359375,4.0
0,316.9623107910156,17.5
0,18.866178512573242,4.0
0,317.5437316894531,17.5
0,19.044921875,4.0
0,19.13895606994629,4.0
0,19.226377487182617,4.0
0,318.8632507324219,17.5
0,19.413976669311523,4.0
0,19.50963592529297,4.0
0,19.59792137145996,4.0
0,19.679975509643555,4.0
0,19.756492614746094,4.0
0,320.6633605957031,17.5
0,320.9844665527344,17.5
0,20.037858963012695,4.0
0,321.7084655761719,17.5
0,20.262165069580078,4.0
0,20.370824813842773,4.0
0,20.468769073486328,4.0
0,20.557662963867188,4.0
0,323.2801818847656,17.5
0,323.5859069824219,17.5
0,323.9432373046875,17.5
0,20.988611221313477,4.0
0,21.103994369506836,4.0
0,324.9735107421875,17.5
0,325.31829833984375,17.5
0,21.452699661254883,4.0
0,326.0155029296875,17.5
0,326.3682556152344,17.5
0,326.7514343261719,17.5
0,21.972761154174805,4.0
0,22.096872329711914,4.0
0,22.20262908935547,4.0
0,22.291595458984375,4.0
0,328.03125,17.5
0,22.45139503479004,4.0
0,328.3132629394531,17.5
0,328.4705505371094,17.5
0,22.70405387878418,4.0
0,328.7612609863281,17.5
0,22.865880966186523,4.0
0,22.930139541625977,4.0
0,22.971399307250977,4.0
0,22.99126625061035,4.0
0,328.6763610839844,17.5
0,328.5657958984375,17.5
0,23.042577743530273,4.0
0,328.3389892578125,17.5
0,23.077138900756836,4.0
0,23.073476791381836,4.0
0,23.04314613342285,4.0
0,327.34033203125,17.5
0,327.0097961425781,17.5
0,326.7170104980469,17.5
0,22.9190731048584,4.0
0,22.87425994873047,4.0
0,325.5535583496094,17.5
